customer_id,name,email,country,age,signup_date,marketing_opt_in,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,customer_segment,avg_order_value
7904,Christopher Hansen DDS,william65@example.net,AE,65,2024-04-14,False,56.0,1.0,130.03,5.0,1.0,2.0,512,New buyers,130.03
7905,Monica Dean,mejiachristine@example.org,US,24,2022-05-14,True,258.0,3.0,351.73,4.0,4.0,4.0,444,High-value loyal customers,117.24333333333334
7906,Joseph Simmons,martinezwilliam@example.net,CA,25,2020-11-19,True,1269.0,1.0,201.82,2.0,1.0,3.0,213,At-risk customers,201.82
7907,Walter Watkins,jenkinsstacey@example.com,DE,47,2024-10-16,True,485.0,1.0,14.27,4.0,1.0,1.0,411,New buyers,14.27
7908,Aaron Diaz,nelsontimothy@example.net,ES,58,2020-01-09,False,1685.0,1.0,198.9,1.0,1.0,3.0,113,At-risk customers,198.9
7909,Marie Marsh,zrodriguez@example.com,IN,63,2020-08-18,True,292.0,1.0,50.04,4.0,1.0,1.0,411,New buyers,50.04
7911,Nicholas Conrad,maurice31@example.org,US,46,2024-05-13,True,1269.0,1.0,157.9,2.0,1.0,3.0,213,At-risk customers,157.9
7913,Elizabeth Webster,saundersjoanna@example.net,US,56,2020-04-01,True,736.0,1.0,28.59,3.0,1.0,1.0,311,High-value loyal customers,28.59
7914,Matthew Davis,samantha89@example.org,SG,36,2025-01-10,False,236.0,6.0,676.08,4.0,5.0,5.0,455,High-value loyal customers,112.68
7915,Bryan Jackson,mayersarah@example.org,NL,41,2023-11-04,True,1098.0,1.0,74.28,2.0,1.0,2.0,212,At-risk customers,74.28
7916,Mark Crane,smithdeanna@example.org,IN,56,2022-01-09,False,1555.0,2.0,232.44,1.0,3.0,3.0,133,At-risk customers,116.22
7917,Ashley Goodwin,debbiegrant@example.com,AU,28,2020-07-10,True,530.0,2.0,661.44,3.0,3.0,5.0,335,New buyers,330.72
7918,Frederick Jackson,sharpjames@example.net,US,70,2024-09-26,False,1278.0,1.0,31.58,2.0,1.0,1.0,211,At-risk customers,31.58
7919,Ricky Townsend,madison11@example.net,US,59,2025-06-16,False,572.0,3.0,380.92,3.0,4.0,4.0,344,New buyers,126.97333333333334
7920,Raymond Watson,lindsey83@example.net,CA,54,2025-05-11,True,543.0,3.0,860.25,3.0,4.0,5.0,345,Price-sensitive users,286.75
7921,Timothy Wilson,angela58@example.org,DE,38,2022-07-20,False,156.0,1.0,176.15,5.0,1.0,3.0,513,New buyers,176.15
7923,Luis Bishop,alejandromcknight@example.com,US,27,2024-07-27,True,514.0,1.0,29.52,3.0,1.0,1.0,311,High-value loyal customers,29.52
7924,Nathan Barrett,lrhodes@example.org,US,20,2021-01-14,False,1437.0,1.0,219.74,1.0,1.0,3.0,113,At-risk customers,219.74
7925,Michael Williams,meghanharrison@example.com,SE,71,2020-07-26,True,303.0,3.0,187.92,4.0,4.0,3.0,443,New buyers,62.64000000000001
7926,Jordan Guerra,elizabethsoto@example.org,FR,34,2020-02-25,True,61.0,3.0,147.69,5.0,4.0,2.0,542,Price-sensitive users,49.23
7927,Robert Wilkerson,floresmonica@example.net,FR,51,2024-03-24,True,163.0,1.0,40.14,5.0,1.0,1.0,511,New buyers,40.14
7928,Christina Grant,george02@example.com,NL,51,2021-07-09,False,356.0,2.0,345.6,4.0,3.0,4.0,434,High-value loyal customers,172.8
7929,John Hays,samuel28@example.net,US,50,2022-09-10,False,1335.0,2.0,119.32,2.0,3.0,2.0,232,At-risk customers,59.66
7930,Charles White,courtney25@example.com,US,30,2021-05-12,False,171.0,2.0,414.15,5.0,3.0,4.0,534,High-value loyal customers,207.075
7931,William Johnson,toddcolon@example.com,NL,72,2020-04-10,True,999.0,3.0,79.66,2.0,4.0,2.0,242,At-risk customers,26.55333333333333
7932,Leslie Bell,mejiadrew@example.org,ES,59,2023-02-02,False,1369.0,1.0,146.3,1.0,1.0,2.0,112,At-risk customers,146.3
7933,Oscar Callahan,robinsonandrea@example.com,PL,55,2020-06-27,True,1673.0,1.0,53.88,1.0,1.0,1.0,111,At-risk customers,53.88
7934,Michelle Orr,daniellegarner@example.net,DE,34,2022-10-04,False,817.0,1.0,238.2,3.0,1.0,3.0,313,High-value loyal customers,238.2
7935,Joshua Duncan,fsimpson@example.net,US,56,2023-01-08,True,572.0,1.0,18.25,3.0,1.0,1.0,311,High-value loyal customers,18.25
7936,Brian Anderson,ericalambert@example.com,BR,36,2022-03-19,True,1854.0,1.0,56.07,1.0,1.0,1.0,111,At-risk customers,56.07
7938,Anthony Webb,daniel04@example.com,AU,63,2021-03-13,True,1321.0,2.0,232.85,2.0,3.0,3.0,233,At-risk customers,116.425
7939,Shannon Jefferson,therrera@example.net,US,52,2023-06-21,False,271.0,3.0,641.26,4.0,4.0,5.0,445,High-value loyal customers,213.75333333333333
7940,Andrew Black,dunlaperin@example.net,CA,37,2025-05-24,False,27.0,2.0,270.69,5.0,3.0,4.0,534,High-value loyal customers,135.345
7941,Alyssa Hernandez,scottstephanie@example.com,US,50,2025-10-22,False,476.0,2.0,257.84000000000003,4.0,3.0,4.0,434,High-value loyal customers,128.92000000000002
7943,Jose Smith,timothygibson@example.org,US,24,2020-04-05,False,852.0,1.0,185.42,2.0,1.0,3.0,213,High-value loyal customers,185.42
7945,Justin Mora,lopezmolly@example.com,CA,57,2024-05-09,True,1027.0,3.0,304.96000000000004,2.0,4.0,4.0,244,At-risk customers,101.65333333333336
7947,Mariah Robbins,uduncan@example.org,SG,66,2020-04-16,False,344.0,2.0,128.24,4.0,3.0,2.0,432,Price-sensitive users,64.12
7948,Tammy Blackburn,kelseywillis@example.org,CA,60,2020-04-15,False,1188.0,1.0,33.86,2.0,1.0,1.0,211,At-risk customers,33.86
7949,Alexandra Fisher,lauradouglas@example.com,IN,46,2022-07-24,False,1906.0,1.0,35.84,1.0,1.0,1.0,111,At-risk customers,35.84
7950,Susan Moore,amanda10@example.net,CA,54,2021-02-17,False,583.0,2.0,217.94,3.0,3.0,3.0,333,High-value loyal customers,108.97
7951,Christina Garcia,xibarra@example.com,SE,71,2024-04-24,False,25.0,3.0,684.11,5.0,4.0,5.0,545,High-value loyal customers,228.03666666666663
7952,Amy Craig,xwillis@example.com,US,38,2024-06-30,False,1304.0,2.0,190.37,2.0,3.0,3.0,233,At-risk customers,95.185
7953,Andrea Evans PhD,sanchezjeffery@example.com,DE,34,2023-05-24,False,316.0,2.0,23.09,4.0,3.0,1.0,431,Price-sensitive users,11.545
7954,Lori Adams,valentineanthony@example.net,US,66,2023-04-10,True,396.0,1.0,630.25,4.0,1.0,5.0,415,New buyers,630.25
7955,Shawn Mcpherson,ruthjimenez@example.net,FR,24,2020-12-03,True,1914.0,1.0,190.46,1.0,1.0,3.0,113,At-risk customers,190.46
7956,Kevin Fischer,deborahmurphy@example.com,US,18,2021-05-04,True,95.0,3.0,634.14,5.0,4.0,5.0,545,High-value loyal customers,211.38
7958,Bailey Vasquez,kathleenwhite@example.net,IN,37,2024-03-27,False,582.0,1.0,115.14,3.0,1.0,2.0,312,High-value loyal customers,115.14
7959,Melissa Gomez,campbellmichael@example.com,ZA,45,2023-06-22,True,1081.0,1.0,58.41,2.0,1.0,1.0,211,At-risk customers,58.41
7960,Daniel Austin,seth97@example.com,NL,70,2020-12-19,True,803.0,1.0,28.57,3.0,1.0,1.0,311,High-value loyal customers,28.57
7961,Jared Butler,marcus29@example.net,NL,62,2025-04-03,False,135.0,2.0,163.36,5.0,3.0,3.0,533,High-value loyal customers,81.68
7962,Tom Johnson,danielsingleton@example.com,US,63,2024-09-10,False,717.0,2.0,108.52,3.0,3.0,2.0,332,Price-sensitive users,54.26
7963,Tammy Jones,kellykrause@example.com,GB,68,2023-03-30,False,86.0,5.0,802.28,5.0,5.0,5.0,555,High-value loyal customers,160.456
7964,David Morgan,moradaniel@example.org,AU,34,2025-02-28,False,744.0,3.0,536.11,3.0,4.0,5.0,345,New buyers,178.70333333333335
7965,Joshua Maldonado,fcarson@example.com,SG,54,2020-12-04,True,487.0,4.0,405.93,4.0,5.0,4.0,454,High-value loyal customers,101.4825
7966,Jennifer Davis,timothy12@example.org,DE,21,2025-08-26,False,308.0,1.0,230.17,4.0,1.0,3.0,413,New buyers,230.17
7967,Kelsey Castillo,snewman@example.com,AU,18,2020-08-18,True,444.0,2.0,435.53,4.0,3.0,5.0,435,High-value loyal customers,217.765
7968,Steven English,leslienguyen@example.net,JP,42,2022-07-31,False,1273.0,3.0,348.74,2.0,4.0,4.0,244,At-risk customers,116.24666666666668
7970,Andrew Adkins,jermainehayden@example.org,BR,61,2023-06-13,True,126.0,3.0,300.25,5.0,4.0,4.0,544,High-value loyal customers,100.08333333333331
7971,Jennifer Dougherty,martinezmichael@example.org,ES,70,2024-09-19,False,1853.0,2.0,102.72,1.0,3.0,2.0,132,At-risk customers,51.36
7972,Brian Aguilar,vickijennings@example.com,IN,50,2021-06-09,True,227.0,1.0,178.81,4.0,1.0,3.0,413,New buyers,178.81
7973,Matthew Roth,ricedavid@example.org,US,36,2020-08-03,False,282.0,5.0,542.26,4.0,5.0,5.0,455,High-value loyal customers,108.452
7974,Olivia Baker,lindsay97@example.com,SE,50,2022-05-29,False,174.0,1.0,49.16,5.0,1.0,1.0,511,New buyers,49.16
7975,Christine Ramirez,amandaalvarez@example.com,FR,26,2024-05-09,True,171.0,2.0,79.84,5.0,3.0,2.0,532,Price-sensitive users,39.92
7976,Jason Best,tdavis@example.net,BR,42,2024-12-31,True,479.0,1.0,23.23,4.0,1.0,1.0,411,New buyers,23.23
7977,Holly Wells,austin86@example.net,US,53,2022-01-06,True,73.0,5.0,1346.18,5.0,5.0,5.0,555,High-value loyal customers,269.236
7978,Brian Holland,mark48@example.org,CA,41,2025-01-11,False,1423.0,1.0,8.79,1.0,1.0,1.0,111,At-risk customers,8.79
7979,Erica Rosales,jeffery28@example.org,CA,34,2022-03-05,False,392.0,3.0,212.98,4.0,4.0,3.0,443,New buyers,70.99333333333334
7980,Diana Smith,paulaburton@example.net,US,31,2023-06-07,True,1635.0,2.0,397.35,1.0,3.0,4.0,134,At-risk customers,198.675
7981,Amber Jackson,brittanyhunt@example.com,DE,59,2021-11-18,True,1006.0,1.0,62.61,2.0,1.0,1.0,211,At-risk customers,62.61
7982,Kevin Houston,pereznicole@example.org,SE,60,2023-02-16,True,564.0,3.0,782.52,3.0,4.0,5.0,345,Price-sensitive users,260.84
7983,Denise Rodriguez,dianalynch@example.com,DE,18,2020-06-04,False,22.0,5.0,498.58,5.0,5.0,5.0,555,High-value loyal customers,99.716
7984,Lauren Gonzales,jhowell@example.com,BR,21,2025-05-21,True,1532.0,1.0,51.86,1.0,1.0,1.0,111,At-risk customers,51.86
7985,Jacob Lawson,brownsusan@example.net,AU,47,2024-08-20,False,415.0,2.0,56.38,4.0,3.0,1.0,431,Price-sensitive users,28.19
7987,Ann Allison,salinasfrank@example.net,NL,24,2024-08-31,False,234.0,2.0,33.38,4.0,3.0,1.0,431,Price-sensitive users,16.69
7989,Matthew Rodriguez,marshallrobert@example.net,US,63,2021-09-13,True,329.0,1.0,140.35,4.0,1.0,2.0,412,New buyers,140.35
7990,Marc Wilson,michaelmccoy@example.org,US,69,2025-02-07,False,611.0,1.0,751.68,3.0,1.0,5.0,315,High-value loyal customers,751.68
7991,Mary Torres,gutierrezryan@example.org,IN,72,2020-07-18,True,576.0,5.0,560.15,3.0,5.0,5.0,355,New buyers,112.03
7992,Ashley Sosa,nwest@example.net,SG,60,2023-07-14,True,596.0,2.0,229.37,3.0,3.0,3.0,333,High-value loyal customers,114.685
7993,Joseph Powell,staceysmith@example.org,FR,40,2021-01-27,True,7.0,4.0,557.87,5.0,5.0,5.0,555,High-value loyal customers,139.4675
7996,Charles Johnson,lisa66@example.com,AE,67,2022-07-25,True,1358.0,1.0,59.78,1.0,1.0,1.0,111,At-risk customers,59.78
7997,Tina Atkinson,mporter@example.org,CA,40,2020-02-05,False,1417.0,3.0,214.72,1.0,4.0,3.0,143,At-risk customers,71.57333333333334
7998,Jesse Gomez,ecobb@example.com,FR,64,2021-04-10,True,942.0,1.0,13.65,2.0,1.0,1.0,211,High-value loyal customers,13.65
8000,Lauren Roberson,sydneyallen@example.net,CA,48,2023-02-01,True,1130.0,1.0,17.29,2.0,1.0,1.0,211,At-risk customers,17.29
8001,Victoria Mooney,foleyantonio@example.com,US,61,2020-11-27,True,672.0,1.0,26.08,3.0,1.0,1.0,311,High-value loyal customers,26.08
8002,James Miller,mitchellgray@example.net,IN,72,2022-12-03,False,989.0,2.0,179.04,2.0,3.0,3.0,233,At-risk customers,89.52
8003,Michael West,allenjason@example.com,BR,47,2024-02-23,False,1911.0,2.0,65.83,1.0,3.0,1.0,131,At-risk customers,32.915
8004,Tanner Cooper,benjamindillon@example.net,JP,41,2024-08-09,False,1802.0,2.0,114.09,1.0,3.0,2.0,132,At-risk customers,57.045
8005,Joshua Peck,amber75@example.com,JP,18,2022-12-24,True,366.0,1.0,36.1,4.0,1.0,1.0,411,New buyers,36.1
8006,Juan Roy,raymondjohnson@example.org,MX,49,2021-06-26,True,631.0,1.0,23.11,3.0,1.0,1.0,311,High-value loyal customers,23.11
8008,Brenda Howard,alexandriazavala@example.org,DE,58,2020-03-03,True,176.0,2.0,105.24,5.0,3.0,2.0,532,Price-sensitive users,52.62
8009,Julie King,amybrown@example.org,IN,75,2020-12-18,False,1179.0,1.0,481.53,2.0,1.0,5.0,215,At-risk customers,481.53
8010,Alicia Floyd,daniel35@example.com,AU,61,2020-10-16,False,529.0,3.0,141.66,3.0,4.0,2.0,342,Price-sensitive users,47.22
8011,Stephen Ramirez,edwinmorrison@example.org,ES,27,2020-05-29,True,1578.0,2.0,448.99,1.0,3.0,5.0,135,At-risk customers,224.495
8012,Karen Hamilton,michelle36@example.net,AU,36,2020-11-07,False,955.0,1.0,12.9,2.0,1.0,1.0,211,At-risk customers,12.9
8013,Jared Watkins,cory38@example.net,US,54,2025-10-10,True,191.0,1.0,37.17,5.0,1.0,1.0,511,New buyers,37.17
8014,Michelle Bautista,vargasamanda@example.org,US,61,2025-10-07,False,1757.0,3.0,642.77,1.0,4.0,5.0,145,At-risk customers,214.25666666666663
8015,Jill White,shanelewis@example.com,AU,71,2020-07-30,True,346.0,2.0,178.14,4.0,3.0,3.0,433,High-value loyal customers,89.07
8016,Matthew Abbott,jacobsmichael@example.com,AU,61,2024-02-12,True,607.0,1.0,110.14,3.0,1.0,2.0,312,High-value loyal customers,110.14
8017,Emily Lane,theresa42@example.net,SG,25,2021-01-22,True,1378.0,2.0,302.56,1.0,3.0,4.0,134,At-risk customers,151.28
8018,Maria Grant,ycombs@example.com,DE,37,2020-05-03,False,528.0,2.0,18.76,3.0,3.0,1.0,331,Price-sensitive users,9.38
8019,Danielle Jackson,montgomerymartin@example.com,IN,63,2024-03-31,True,122.0,1.0,106.18,5.0,1.0,2.0,512,New buyers,106.18
8020,Jill Conrad,heather98@example.com,JP,52,2021-03-10,False,898.0,2.0,62.74,2.0,3.0,1.0,231,At-risk customers,31.37
8021,Carolyn Macias,luismartin@example.org,MX,44,2020-10-11,True,1920.0,1.0,50.14,1.0,1.0,1.0,111,At-risk customers,50.14
8022,Sydney Walsh,washingtonelizabeth@example.com,BR,51,2023-12-25,False,743.0,1.0,275.66,3.0,1.0,4.0,314,High-value loyal customers,275.66
8023,Charles Larson,huertaashley@example.net,US,46,2025-09-03,False,593.0,4.0,444.97,3.0,5.0,5.0,355,New buyers,111.2425
8024,James Holmes DVM,williammartin@example.net,US,53,2021-06-02,False,201.0,2.0,266.66,5.0,3.0,4.0,534,High-value loyal customers,133.32999999999998
8025,Melissa Cabrera,nhopkins@example.com,US,38,2023-04-17,False,105.0,2.0,149.42000000000002,5.0,3.0,2.0,532,Price-sensitive users,74.71000000000001
8026,Mark Holmes,maddoxtonya@example.org,FR,58,2020-05-26,True,1248.0,1.0,100.23,2.0,1.0,2.0,212,At-risk customers,100.23
8027,Jennifer Fisher,dboyd@example.net,US,59,2020-08-28,False,280.0,3.0,216.71,4.0,4.0,3.0,443,New buyers,72.23666666666666
8028,Marcus Wright,jarcher@example.com,US,34,2020-02-18,True,191.0,1.0,213.5,5.0,1.0,3.0,513,New buyers,213.5
8029,Thomas Stevens,gregorymyers@example.org,PL,52,2022-05-04,True,634.0,3.0,492.11,3.0,4.0,5.0,345,New buyers,164.03666666666666
8030,Kimberly Duncan,campbellnatalie@example.org,ES,53,2020-03-01,True,567.0,2.0,65.08,3.0,3.0,1.0,331,Price-sensitive users,32.54
8031,Julie Moore,owilliams@example.org,US,59,2024-07-11,True,503.0,4.0,877.49,3.0,5.0,5.0,355,Price-sensitive users,219.3725
8032,Holly Hammond,jennifergriffin@example.com,US,48,2020-03-17,False,1259.0,1.0,39.89,2.0,1.0,1.0,211,At-risk customers,39.89
8033,Monica Green,jonesgarrett@example.net,FR,51,2025-04-13,False,1763.0,1.0,169.19,1.0,1.0,3.0,113,At-risk customers,169.19
8034,Isabella Lin,sjones@example.net,ZA,34,2021-04-30,True,986.0,2.0,317.14,2.0,3.0,4.0,234,At-risk customers,158.57
8035,Guy Jones,cynthiajohnson@example.net,DE,48,2020-06-26,True,801.0,2.0,267.65,3.0,3.0,4.0,334,High-value loyal customers,133.825
8036,Ariana Barrera,huynhoscar@example.org,ES,29,2025-03-28,False,892.0,3.0,481.41,2.0,4.0,5.0,245,At-risk customers,160.47
8038,Jade Riley,bsimpson@example.com,DE,52,2025-05-01,False,643.0,3.0,689.41,3.0,4.0,5.0,345,Price-sensitive users,229.8033333333333
8039,Donald Hughes,christophermontes@example.net,BR,63,2020-01-19,True,264.0,2.0,152.31,4.0,3.0,3.0,433,High-value loyal customers,76.155
8040,Christian Perry,tmorgan@example.org,AU,69,2024-01-18,True,1666.0,1.0,173.31,1.0,1.0,3.0,113,At-risk customers,173.31
8045,Nancy Kirk,andersondylan@example.com,US,64,2021-02-06,False,563.0,3.0,423.86,3.0,4.0,4.0,344,New buyers,141.28666666666666
8047,Joshua Harper,anthony63@example.com,CA,35,2020-02-11,True,363.0,1.0,41.97,4.0,1.0,1.0,411,New buyers,41.97
8048,James Hill,plivingston@example.net,ES,51,2025-07-23,True,275.0,2.0,511.55,4.0,3.0,5.0,435,New buyers,255.775
8050,Timothy Peterson,gstephens@example.org,BR,51,2022-02-11,True,802.0,5.0,976.15,3.0,5.0,5.0,355,Price-sensitive users,195.23
8051,Carla Marquez,jamie08@example.net,GB,45,2025-03-30,False,689.0,3.0,608.3199999999999,3.0,4.0,5.0,345,New buyers,202.7733333333333
8052,Dr. Jennifer Martinez,shawn52@example.net,CA,54,2023-08-07,True,695.0,2.0,210.36,3.0,3.0,3.0,333,High-value loyal customers,105.18
8053,Mr. Jason Blake PhD,ibarr@example.net,FR,54,2025-05-27,True,406.0,2.0,34.24,4.0,3.0,1.0,431,Price-sensitive users,17.12
8055,Ms. Rebecca Kline MD,tinagentry@example.org,BR,50,2021-10-14,True,1505.0,2.0,50.85,1.0,3.0,1.0,131,At-risk customers,25.425
8056,Virginia Nguyen,jbarker@example.net,BR,36,2022-05-30,True,2029.0,1.0,15.18,1.0,1.0,1.0,111,At-risk customers,15.18
8058,Jacob Mccall II,sarahshelton@example.com,AU,56,2021-09-02,True,1102.0,1.0,9.47,2.0,1.0,1.0,211,At-risk customers,9.47
8059,Sharon Jones,kelly19@example.net,CA,50,2024-05-04,False,263.0,3.0,492.21,4.0,4.0,5.0,445,High-value loyal customers,164.07
8060,Deborah Singh,cartercraig@example.org,DE,34,2025-05-29,False,104.0,2.0,90.08,5.0,3.0,2.0,532,Price-sensitive users,45.04
8061,Brian Bush,austinmitchell@example.com,FR,73,2025-01-20,True,630.0,3.0,266.18,3.0,4.0,4.0,344,New buyers,88.72666666666667
8063,Lynn Davis,elewis@example.com,ZA,54,2021-11-17,True,423.0,1.0,20.29,4.0,1.0,1.0,411,New buyers,20.29
8065,Duane Jennings,kristinpreston@example.com,CA,50,2024-05-22,True,1917.0,1.0,37.61,1.0,1.0,1.0,111,At-risk customers,37.61
8066,Samuel Hardy,marqueztravis@example.net,MX,75,2020-11-22,False,501.0,3.0,682.0,3.0,4.0,5.0,345,Price-sensitive users,227.33333333333331
8067,Sarah George DDS,jennifergordon@example.com,JP,37,2022-09-19,False,588.0,4.0,198.28,3.0,5.0,3.0,353,New buyers,49.57
8068,John Long,dianebradford@example.com,SE,73,2021-02-25,True,1383.0,2.0,653.99,1.0,3.0,5.0,135,At-risk customers,326.995
8069,Bonnie Williams,susan45@example.org,US,26,2021-08-02,True,40.0,4.0,413.7000000000001,5.0,5.0,4.0,554,High-value loyal customers,103.425
8070,Christopher Dillon,amy03@example.net,ES,46,2021-03-31,True,1172.0,1.0,49.97,2.0,1.0,1.0,211,At-risk customers,49.97
8071,Ryan Martin,xjones@example.org,FR,69,2024-12-30,True,966.0,3.0,304.13,2.0,4.0,4.0,244,At-risk customers,101.37666666666668
8073,William Juarez,shelbyelliott@example.net,NL,19,2024-07-31,True,927.0,1.0,62.33,2.0,1.0,1.0,211,High-value loyal customers,62.33
8074,Lawrence Mcgee,sarah32@example.org,US,26,2025-03-22,False,1445.0,2.0,124.86,1.0,3.0,2.0,132,At-risk customers,62.42999999999999
8075,Sarah Soto,calebfrazier@example.org,IN,33,2023-08-17,False,202.0,2.0,134.81,5.0,3.0,2.0,532,Price-sensitive users,67.405
8077,Kelsey Simpson,smithamy@example.com,US,61,2023-12-27,True,32.0,3.0,234.17,5.0,4.0,3.0,543,New buyers,78.05666666666666
8078,Barbara Johnson,jonathanhanson@example.com,AU,29,2025-07-16,False,555.0,2.0,302.51,3.0,3.0,4.0,334,High-value loyal customers,151.255
8079,Susan Montgomery,pamelawilliams@example.net,PL,29,2023-11-04,True,241.0,4.0,713.1899999999999,4.0,5.0,5.0,455,High-value loyal customers,178.2975
8081,Valerie Bradford,tracey57@example.org,US,50,2023-03-19,True,608.0,2.0,318.19,3.0,3.0,4.0,334,High-value loyal customers,159.095
8082,Cindy Thomas,charles80@example.org,FR,59,2024-05-28,True,336.0,4.0,530.2,4.0,5.0,5.0,455,High-value loyal customers,132.55
8083,Shirley Buckley,williamsvictor@example.net,JP,30,2025-06-27,True,344.0,2.0,349.86,4.0,3.0,4.0,434,High-value loyal customers,174.93
8084,Katie Anthony,stonecarlos@example.com,SG,37,2024-01-03,True,68.0,2.0,382.75,5.0,3.0,4.0,534,High-value loyal customers,191.375
8085,Patrick Dorsey,aaronharris@example.net,JP,68,2023-10-06,False,98.0,1.0,219.54,5.0,1.0,3.0,513,New buyers,219.54
8086,Ashley Stephens,alvaradodavid@example.org,FR,37,2024-05-26,True,839.0,2.0,96.86,3.0,3.0,2.0,332,Price-sensitive users,48.42999999999999
8087,Aaron Hendricks,jstevens@example.com,AU,27,2020-04-12,False,903.0,1.0,16.04,2.0,1.0,1.0,211,High-value loyal customers,16.04
8088,Heather Reilly,fmoran@example.com,IN,24,2024-04-11,True,615.0,1.0,528.64,3.0,1.0,5.0,315,High-value loyal customers,528.64
8089,Lauren Pena,brownlauren@example.org,US,41,2023-10-04,False,164.0,5.0,239.07,5.0,5.0,3.0,553,New buyers,47.814
8090,Michelle Cruz,rodrigueztyler@example.org,US,34,2025-02-06,False,971.0,2.0,548.2,2.0,3.0,5.0,235,At-risk customers,274.1
8091,Amy Hernandez,allenangela@example.org,AE,70,2021-01-11,True,1446.0,2.0,43.71,1.0,3.0,1.0,131,At-risk customers,21.855
8092,Raymond Carroll,jason88@example.org,CA,41,2022-05-03,True,623.0,1.0,25.49,3.0,1.0,1.0,311,High-value loyal customers,25.49
8093,Tara Ross,cynthia65@example.com,DE,27,2022-06-26,True,2072.0,1.0,62.08,1.0,1.0,1.0,111,At-risk customers,62.08
8094,Mary Smith,sbradshaw@example.net,CA,68,2020-08-13,True,1778.0,1.0,230.87,1.0,1.0,3.0,113,At-risk customers,230.87
8095,Stephen Frank,leejacob@example.net,DE,58,2023-11-26,True,948.0,2.0,112.5,2.0,3.0,2.0,232,At-risk customers,56.25
8096,Rachel Rojas,diana99@example.net,MX,67,2024-05-27,True,1075.0,2.0,143.57,2.0,3.0,2.0,232,At-risk customers,71.785
8098,Daniel Callahan,nmorrow@example.net,CA,26,2022-08-27,False,1014.0,2.0,199.77,2.0,3.0,3.0,233,At-risk customers,99.885
8099,Patrick Lopez,vtownsend@example.com,BR,20,2024-02-06,False,435.0,4.0,825.75,4.0,5.0,5.0,455,High-value loyal customers,206.4375
8101,James Willis,emily41@example.org,FR,60,2024-06-06,True,193.0,3.0,289.11,5.0,4.0,4.0,544,High-value loyal customers,96.37
8103,Leon Davis,raymondnicholas@example.com,SG,38,2020-07-30,False,496.0,2.0,124.65,3.0,3.0,2.0,332,Price-sensitive users,62.325
8105,Robin Bennett,valenciajoshua@example.com,GB,61,2022-10-31,True,2111.0,1.0,93.8,1.0,1.0,2.0,112,At-risk customers,93.8
8106,Ronald Raymond,johnalvarado@example.net,FR,34,2022-05-26,False,277.0,5.0,387.19,4.0,5.0,4.0,454,High-value loyal customers,77.438
8108,Patricia Martin,matthew92@example.org,ES,64,2023-01-13,True,142.0,2.0,503.27,5.0,3.0,5.0,535,New buyers,251.635
8109,Shirley Miles,webbadam@example.com,DE,46,2022-10-09,True,478.0,2.0,61.12,4.0,3.0,1.0,431,Price-sensitive users,30.56
8111,Richard Smith,yreese@example.org,US,29,2024-10-10,True,1653.0,3.0,393.68,1.0,4.0,4.0,144,At-risk customers,131.22666666666666
8112,Deborah Nelson,fwells@example.net,FR,48,2022-06-23,True,1416.0,1.0,566.1,1.0,1.0,5.0,115,At-risk customers,566.1
8113,John Chan,jeremyfischer@example.org,DE,20,2021-02-22,True,704.0,1.0,150.05,3.0,1.0,2.0,312,High-value loyal customers,150.05
8114,Amy Holmes,vmorales@example.net,GB,43,2024-09-24,False,355.0,4.0,929.86,4.0,5.0,5.0,455,High-value loyal customers,232.465
8116,Michelle Webster,perrydustin@example.net,JP,48,2024-07-01,True,569.0,2.0,560.49,3.0,3.0,5.0,335,New buyers,280.245
8118,Alyssa Washington,alyssadaniels@example.org,SG,34,2022-11-11,False,1328.0,3.0,168.17000000000002,2.0,4.0,3.0,243,At-risk customers,56.05666666666667
8119,Julie Mccarty,gharris@example.com,FR,61,2024-11-02,True,168.0,3.0,221.98,5.0,4.0,3.0,543,New buyers,73.99333333333334
8120,Johnny Rodriguez,dennis76@example.org,GB,65,2025-01-05,True,1110.0,2.0,85.71,2.0,3.0,2.0,232,At-risk customers,42.855
8121,Rachel Morris,whitejoshua@example.com,US,32,2020-12-01,False,1524.0,1.0,120.76,1.0,1.0,2.0,112,At-risk customers,120.76
8122,Corey Ramirez,delacruzmatthew@example.com,BR,38,2020-07-31,True,28.0,2.0,287.88,5.0,3.0,4.0,534,High-value loyal customers,143.94
8123,Jacqueline Brown,jennifer81@example.com,FR,47,2023-06-10,True,477.0,4.0,2153.24,4.0,5.0,5.0,455,High-value loyal customers,538.3100000000001
8124,Jessica Smith,amandahouse@example.org,US,39,2025-02-21,False,63.0,3.0,130.42,5.0,4.0,2.0,542,Price-sensitive users,43.47333333333333
8125,John Lee,hannah86@example.org,NL,38,2022-12-30,True,1844.0,1.0,99.96,1.0,1.0,2.0,112,At-risk customers,99.96
8126,Dawn Middleton,madison10@example.com,IN,18,2024-05-25,False,662.0,2.0,112.73,3.0,3.0,2.0,332,Price-sensitive users,56.365
8127,Susan Shaw,ccarter@example.com,AE,32,2020-03-26,True,12.0,2.0,437.98,5.0,3.0,5.0,535,High-value loyal customers,218.99
8128,Paul Richardson,randall50@example.com,JP,65,2021-06-17,False,51.0,2.0,62.49,5.0,3.0,1.0,531,Price-sensitive users,31.245
